address, current_balance , gross_tx_amount , in_amount , out_amount , fees , out_txn_count , in_tx_count , gross_txn_count 
GDH4PAYRTVHKTWRNQTOQB7Y4IY4MXE5QLEOIEGASC5AE2OZPV3NQZURC,1,1599,800,799,0,1,1,2
GCP5BGNDJIITUHTJC3QQFLJQ77LI3YVFR5SKAKZZGWKLYS7YTKV4IYH6,1,199,100,99,0,1,1,2
GDYOKZ64VF2HXICOWBCUETIDXE3NKOS63RVMM5H5IZQZCDEHH22TEWZD,1,199,100,99,0,2,2,4
GBXBFPUDJ6JJKSQSZZJJLD6CM2OTVKBIBQMT567CKOFJVMYHHHFDMWRK,1,1,1,0,0,1,1,2
GDEYU5C5GWYQ2TW2VV6XPPJNPCO3JSXOGRM5RQIDEQ2PZ7ANMFRVAVOO,1,3,2,1,0,2,3,5
GDWFXUKZDNN7TWAFSSAWVU5HTDIORJ2LEFPDNQX4RJT3Q6DQWOKP3JLI,1,6799,3400,3399,0,1,1,2
GD55SXRFZXOJDVZU46MLDOPOFXKQ5W7LUVJW3BMYBRWT74TGMVDFWB2V,1,199,100,99,0,1,1,2
GCRAZWQVJQLLUNORRJBUW7JBWZTEQAUWZYWIHQABTZQZIFA63PK67AKX,1,139,70,69,0,1,1,2
GA7Q36I2VJREHM5MXMDWEDARNIDE4QZPD3ENW3TSUPLPUMA3J23N6UQL,1,1.00,1,0,0,1,1,2
GC5BZA227BE55SG6QR4F4RUAOOPKJMSO2DEGTNZXZPXHKJQLAQ7SJGGV,1,1,1,0,0,1,1,2
GAX4UMUS7B6UXIKD24WGFO7RYPAI5OPW7P24Q5W36AT7WVZ7MT7CMZAE,1,199,100,99,0,1,1,2
GA5ZNRA3PAOOLYZVSW6QIEN46VI3RBVHRWSHUSKM6T37WHQCLP2GCK34,1,73,37,36,0,1,1,2
GB6SSUPGFOUA2D5NUKCOQKXPBVKJDKJUH6BBMWDOAFOYQGU2M24QHJIY,1,3999,2000,1999,0,1,1,2
GCVWU3KXDNB3Z3HICMIPK5LCCAYYOIXKDTRHSZWBY6UFQJD7QRPIEHY6,1,1,1,0,0,1,1,2
GCCZKSF6WIZ2N2ZQH4ZH76XEHBDPS5VGSSUI3DTNKJWIMQ277SPI77UU,1,599,300,299,0,1,1,2
GD6QFDKDNHRHCDRLPDBEMAY4I3B6KX6XTFMUQFOAQ3U2NC5EIXDJ52T6,1,199,100,99,0,1,1,2
GA4W4H4DK5T4L43TTNMMLMERTDV2WFFHZKQ42CYHGNQ6GUTYIY5ME6DX,1,199,100,99,0,1,1,2
GD4DL6OJMTRICZXFU3PR5TFNVF4JZR7734TTM3VPDW46HSFBV2L4NCRU,1,199,100,99,0,1,1,2
GBQ67Y2OLLBKRNCNNGYYMRN7655EC2X223SDZB2T7F6ZCRADOSBHJ2TV,1,39,20,19,0,1,1,2
GDNWNKGVTNWPRM45VRO5ZBK3PCP6ZHT3FNGXHBYYUNASQGZ7MC67HZGE,1,2399,1200,1199,0,1,1,2
GAC257JWAJPKYUK47NKGDW3GXGIVECCY4WDOOUI5AKVZ4RQLDQGMF7CG,1,99,50,49,0,1,1,2
GCQSWCOAIEYEFSWK27NZSWB227LTZZ3FVIWILCKK2G4PZA5J5FYPXNA5,1,307,154,153,0,2,2,4
GCUCRYQIHQIDGNG2BY7KLBLB3QGFWNWDI2YT2WP47FL5OY4WBMVCBEVX,1,17,9,8,0,1,1,2
GDTMQ7B66RJ2B6GBTE3CQCPNKPGOY3EJDEUMLPP6IWGH4XQ5QEKSMJYF,1,13999,7000,6999,0,1,1,2
GBGCRXD5LTTXXE67VNM2LAGDDSXL3AWQLDKBBJ43ZTWZLK7E3US4JCG4,1,9,5,4,0,1,1,2
GB552AYC2XCAP6GYN7CF33QUL3NB7M74PXNRXPGJLRP6KPN26RFX2OMZ,1,6975,3488,3487,0,2,2,4
GAVHSFEBR7HNXF65V2FTDHTMYPDVKEP7PHYVP7QLZ5GBHNXVCPVT4H4O,1,1199,600,599,0,1,1,2
GAOZGBOISTRH224OWLUXHZII32MJAQRWVI3NOC2YVJHUNEADGTM2WZKY,1,461.00,231,230,0,6,6,12
GBUG7YUCKK3GKMVGZ7ACACVV7QW65BHKML4NXVQDBOEXNAJWLB5Q4DYT,1,189,95,94,0,1,1,2
GCESG7IBDMQE5ALPSBAQIIYSNCP7WJFTQR5LZWZKIWOKJSOGRPXXL34K,1,1589,795,794,0,3,3,6
GDWFIRLARJ2CHTB6LTJKPSWWK7KAI5LRHMATPPQYLY43L7JEYEH4TCT7,1,199,100,99,0,1,1,2
GB3O67RSB6G2RQOORALEST2BH4N7FZYEKWYJKAWR6MZAVCEZAH526Y6K,1,199.00,100,99,0,1,1,2
GBJKXNO3SI7FMKOSZPHH2C2JEIAO2FYFNRKGCRSZAZIUOJD4V7D6QO3C,1,1,1,0,0,0,1,1
GACQHGPKE4W626G3Z235A6W3Q56BYKI5VI6C6HJAYP5QFFYWP4ICEOKY,1,1,1,0,0,0,2,2
GAWZU5HFFP74CF4TSZKHPXDGGW63OAIHXM5RKX2M4DGZGJ4TS3PJZ2WP,1,1,1,0,0,1,1,2
GCXCUYV677IDM52TPOTNH5HKWCWPTQQDLZDMDXCIAGEJLLLP3BDA2NL4,1,1,1,0,0,2,2,4
GDSPFARISM27CJN4YSDMI7RGKFCY2Q62GEEG4L4RQPHNIGGK3IYKWADL,1,199,100,99,0,3,3,6
GBFTSFTQZDUMQY6AWRS7PW44K6LFDH3DVYFLAHHQLAOHSIKZKCRCNCRE,1,399,200,199,0,1,1,2
GA7MOGUMKBBJUEHT5SOD2TETJZR5U5YWHFWRQPDNUBBBZFI7PKXJRZGB,1,1,1,0,0,0,1,1
GDOMUQAONCROAMOK4677GDVOXYP64PBGSCZPCUZYA6TP7YBOJTJELK7U,1,199,100,99,0,1,1,2
GBY4IG2QQPK2JJ6HH6P7LNQ3ENXNXJYU5AAG2BWUK45DSUVXVT3GQPVC,1,5,3,2,0,1,1,2
GANHYRKGI2IEIGO4IPSQE54XNVNIGPUKQMFQM2UIVC3BO5WJ3CQZOWTG,1,199,100,99,0,1,1,2
GBOTOXXMBG2FAQXIWCSO2SLC4DP3U7V6T3Z4YQHA7SEFD2QKILAFZTTN,1,4971,2486,2485,0,8,9,17
GD4MRWCIGO2SH2DHECP2JU4LXQDZ4FLFUQ4CXYC5E5NM67KQU7WR6IN3,1,41,21,20,0,2,2,4
GCN472VWNQLUA5VYHWH5PYIMG4YRGDGNRSWFVNGGEVIYF5MCYVBSFXG3,1,197,99,98,0,2,2,4
GCQO5NSWQ76OBTADQ7YEGICLIFU5ONMM6OCE46LCMNII6TVY5ORGODT4,1,599,300,299,0,1,1,2
GDHTQCXR3TWFBFQ3XQIGF7O3FJY4RGHOSHT6OYQIS2GJUF4LOHPIVOVQ,1,199,100,99,0,1,1,2
GDYC26BVBFGTQ3U6N2OBLIDLWANO4SXIZMWMWMSQOE4MDKC6YXEKVDDE,1,199,100,99,0,1,1,2
GAKBU4IXJO7JJNMC3UF3Z2KNXPY75Z2XSEY6HCHELQ5T63PU244MJY72,1,1,1,0,0,1,1,2
GB2ZKJGKPTJKNVOY6M4N6TKF4CXZWNCNHJHGPNK45KHO4GYXU46JMJH5,1,1999,1000,999,0,1,1,2
GABYYI57LY5UC5MANZWIAZ6XZGRQQHIUPW2ESA3KZ6BZT2JO54KKNW4F,1,1,1,0,0,2,1,3
GBQCMXQB6CQL6Z7WXB5IHAQKX65A37ZD77BXIA7KK5QNQE2SSI7EMJVW,1,1.00,1,0,0,2,2,4
GCHWCG6JTSNIP3ZXR5EURLMYPLQK576SINQ5S66N2SGWH7LW7MVC4CSG,1,19,10,9,0,1,1,2
GADOS2FTTUIFTS7H76JVVYYN6SY7VCM3T466WEMVAMYBQHZ7ATTYMYSO,1,7,4,3,0,1,1,2
GAELPRTPMPAETII3ZWKTBVQLUBKI5YYYK6GGB42P3XJHI6J5VSHSFDMB,1,1299,650,649,0,1,1,2
GDOUKVGHUBLJA7VPUZ6Q5DU4ARQ5E3IJU2ZF2PSII5DLJSEPXDVLU2IR,1,199,100,99,0,1,1,2
GBR2RYN5EZACCHSTLAOJOS7PBAWKYWFEQVEZ44SBZZWE34672QRWHRS5,1,1399,700,699,0,1,1,2
GDQVW7XWMCY5Q6WTRS7ZQTYDGE3T27TFSWQVYLANJB2SGK3T3Z34FPMS,1,199,100,99,0,1,1,2
GCJU5MMQTSN3INNNFODY2V7XYOLCA5RZRENKGIKRPPZWD6GF3XAWHT2V,1,1.00,1.00,0.00,0,2,1,3
GDUE45N7WEYLUQRUUXTXM5ISYA2BP5EBYC7UO34BH63SFUP5WXJ52FNQ,1,199,100,99,0,1,1,2
GCS5RDKLIZZZ5IWCIZOTN3G6GFUCEVHGUMQEN7P2FNO6JOXRWABZIMJU,1,1,1,0,0,1,1,2
GAQK3X6A543PCOHTIYYYWUCO6KUKCONS4JSYBNMFBIC6NC2VHNL3UXAA,1,1,1,0,0,1,1,2
GBEIGLMBMEVOIKHCAC5VC5RSSWO2SCFFP75ECYJJJFEJUNDNEPMSEHUZ,1,25,13,12,0,2,2,4
GDUYULM5YNHYUSU5ZWRNJNVWELICTPH23SKQKP2RVCPUHXP3KMXVYUBZ,1,1,1,0,0,1,1,2
GC5SKC6AIDPVMZOXI6YRTOXGRB46UNDFWPOZ6RFNJDSJ3SFPYOOOKNB2,1,71,36,35,0,2,2,4
GAAPEVE2VGCHQXCOHGFC7RE66B4T2VDZ3LRKHG6ASHPLUI3O4PGDXR5T,1,67,34,33,0,1,1,2
GC3KNCGLGUXU7KOZ6QIU2I5DKK2NTCCFCVMQIX4QGASGVSLEYCOCTEH4,1,9,5,4,0,1,1,2
GAQO3Q2OXEB7QJBKZ53GIM6SHU6YKVYOVVGVQ2ZJAEYARFKRO4V6NXSM,1,1,1,0,0,2,2,4
GC2OPRT6PKBWSNVYAGBF4V7XVIF3CCLSUBJPUTSW7EILEFQXLN7K4FTL,1,3,2,1,0,3,3,6
GBSBODY5BLRB7TG7OHBPTUSW7KKZYXNZBWNOD7AVJ5SV7KKTWQIHFLVE,1,199,100,99,0,1,1,2
GCL7ESRRCIGXJB32SOIQXJONAWNPGW7XUO5WUZEL4RFHTTCI32RX74UH,1,1,1,0,0,4,4,8
GAMT2QJCNWHNGGYZP3YL5XZN3RDO7KR2Z6QDXBFLNIO2G4HWUIYWQGME,1,199,100,99,0,1,1,2
GBM7SYCUOW26P7NJMFH74AWWJYM7ZRLTSNAHKA5A64KT4CG423ETLCMO,1,1,1,0,0,13,16,29
GDF6QWSIG3KQR25ZYJ3WLLPQWMEPUJ4CJ6FRZG54U4F3JKT4POI46PB2,1,19,10,9,0,1,1,2
GDOOSWRYZV7HMTET6O7MCB334FWQ5AGFSYWYOW6AZZXATJ26VLLSXHIZ,1,1,1,0,0,0,1,1
GAPGVRPT6ASWWB3XNZPUPAUNI2PNFZYTADXRBT2E26CUYJZA6S7XOG7E,1,199,100,99,0,1,1,2
GCEKWYIVQZB4Q4IVO2APH7YPMPURBQTA44D6652PMQBKE76M2P7ECJCX,1,2399,1200,1199,0,1,1,2
GDFTZQQFI67Q6D2UVEJDBK3QPR52FX7GLROEP5NN4CB2ZCIGR5PNN6DP,1,51,26,25,0,4,4,8
GBKEAK5FUHXXUQBW7HRX3T6RRZITSNNZVYCENAIACWE2LIDGWHKQGTH4,1,1,1,0,0,1,1,2
GD2WPA5GZZMA3OZNQEEJ6DXX5QHUQB6WYGUUOLG6WO3PJMRGAVPPE3W3,1,1,1,0,0,1,1,2
GD5NGTD76FRCUO44AQMZTETJ4WO2QJGO6HFP3XBJFY3Z6KMXMFMMHFFU,1,1999,1000,999,0,1,1,2
GABWYAHXBQAO7LYFSNJQ2GXTZEGQPQQF7VINPTZNXITVPWOIEMFWB6YZ,1,1599,800,799,0,1,1,2
GABQ5RNKO4WAQV4QCLXZWJ4H576LMZLROKI63IZX3UJDZRW4IVZCDVPP,1,5,3,2,0,1,1,2
GCRSZYFD2OTHKRANDX5FR6YX36SBMAZBC2ARCIJIWGC7HZUTOJ7634KK,1,199,100,99,0,1,1,2
GDIQQR7FHDWGAFL6M6NCV7KE63GQBNZRK2HIHXCFLSIZ6PLGFZGMCBCH,1,199,100,99,0,1,1,2
GAVS35STA6K3XWND3DVR6MIUHKAHHCXHER3SPVZK43QJYTHIYLJ3GNNY,1,199,100,99,0,1,1,2
GB4SY3S7ISOAW6JJ3ARX6I4EGQDP4ERVFT5ZHQZFYDZ24WJHMU62XNSH,1,1,1,0,0,1,1,2
GCYVGE7M6W2FQ7V3EXKLHZDWLAYYBL7ZLQSJK2CQQ7ATDK5AIO37COBH,1,99,50,49,0,1,1,2
GCFG3XA4I6GKSORR6LOB6SADW3G2QRY4XGIPD76TDV7LGZU6M72DC2KJ,1,399,200,199,0,1,1,2
GAWYWN3ZSQJ6PXMDUU3VIU3TXEECP2DG2YVAMSDWQQWIWDYLRYGVSJSG,1,187,94,93,0,1,1,2
GDGHS6RAKS6576FDMCPZL35FIPPTIESDVKTN55ZZ4ABYPJ6BALNH6LI3,1,2787,1394,1393,0,4,4,8
GCL753XIEKTMWQXTYP6CMH3DYWQYQSMYR33IVPDTTC6ZBLG7LOQN4JAK,1,1,1,0,0,1,1,2
GATOWQH6R6V3F5UWZFYF326HXEUSB5JPBC7T5JPGHT2PZLVRDGDKO7S6,1,1,1,0,0,5,5,10
GDVYLES4IA342HCBBFODHYNTCXPYFJCSKPVTEJGGNBXCF4XCDXTHG3W3,1,5021,2511,2510,0,2,2,4
GCZIAPSVXR52NC7DEMAC6FKJJKMG2FK7NZMTFZIZSH76ZOM6LPXMJQG6,1,1,1,0,0,0,1,1
GCOONHZFIHXJLNTZJHQQTPVMA4L45FBGEMWZKFW3P27WLLZTDRSQANPP,1,2399,1200,1199,0,1,1,2
GAPUVC7EUG57UJCVOG7LPHDX7P4VHPQSH4MFGPB4DLQOPWSYP4DTFBMB,1,199,100,99,0,1,1,2
GD7MANEYCKI4XCC7PVIUZWSX3HRU5DWKWANQ3CH6WZFI6RJUFCQMIITM,1,3,2,1,0,2,2,4
GDABMNJKUSFO4OHFHZT6ID2P7EMAANBQMCSSFVIHQFSGEAP352KYUB24,1,185,93,92,0,1,1,2
GBVHE3TC6HTVV3ZELRSILWIBW3BJLZLE742NCJAS2RSB7OK2BOWARTIB,1,199,100,99,0,1,1,2
GDGHMB7RP7FKN4DLIENHFDPTHWERGLBOWLFHUTFNAPLBJPOMAB3AYOCO,1,9,5,4,0,1,1,2
GCY2HWEZO2ONMWDFYQNDFVPTZPJLNRZMUPZ7DAAHY7QK6LUX6YKH2YK7,1,201,101,100,0,14,14,28
GAHBCCQNVOYTRBK3AOKWR4GMZEV5NKT7UHR7JKSWUPAANUU25Y6DU42J,1,199,100,99,0,1,1,2
GB2GBSNIMJYKP5PMZPDJ7ZBIQNYGESMHBZ7B2KAMG5W6ZAVU6GCPNTFT,1,199,100,99,0,1,1,2
GCP7EQMTBB4URAV5HDLUYBKILCDZQ5TSXEKQ2EXRNJMPUKYYDGCVHLCJ,1,199,100,99,0,1,1,2
GB3IHGFNUL35U67HBGFBLJJZDPBQMAUA3OQFBN73PZJDGCNUR3QJULRQ,1,199,100,99,0,1,1,2
GC4RCG6N54QTHEBD4SZ2GVNTCMJUA5UXTKD5RGZBK5JF75DGPQ2HINRX,1,197,99,98,0,2,2,4
GDG3EBLZUKBXNBZ545XTOFPKEO6MPEBXRTP5ZDF4FGA5QJJN4KMDIFFA,1,41,21,20,0,5,5,10
GBSSPOOD6AY67TRQUGYZIBARET6636N3NPQG7RLBAQSNKD4QBPVZ4SM2,1,1119,560,559,0,1,1,2
GBVYPHRZZZSM7AV4QTMQURHF5IYYWQBGYIW5LSFX6UQ4AEQ7YTBNFX27,1,1,1,0,0,13,11,24
GAFNZNHL7Z7J3WUXJ3RK7OLIMZHZOCAB23OUBN6G4BMA7AZSZKZELSH6,1,237,119,118,0,2,2,4
GBIP6NX4AUNWGFQGMHBNIMUY3JPWWD3NFLZ7BR2AXEBEZGZIVHQJF63K,1,199,100,99,0,1,1,2
GDBV4K5I56YPUJ6FESJXF7H7U3PVYXRW242XDLTENDWGVZS57USEYH5T,1,199,100,99,0,1,1,2
GBCZTIJYYANTSHLTLWVUSE26TNUZH6V2CFQWZ4WR4574GB2ZLR6S52VF,1,1,1,0,0,1,1,2
GC2MWFES3CX4XDLF23JZUT6O6EP6ECLXHUOB7CO654QUSG4CF5T7XJME,1,199,100,99,0,2,2,4
GBPSEQDJBPS7GBZXAGGP2PUQNF5DSCJBUC43CSZZGGTRWGBVA6V6ADOW,1,15,8,7,0,2,3,5
GCVU5M6GAEXRQUYCYI2VFI4LF5DYZASBPSHC3TLPISILOH463LAHU4C2,1,1,1,0,0,1,1,2
GDSMK6HWORJE2OUFBEKYMRK2M4WYW5KETKLCS57JSPCZ57KYH4ZWZP4S,1,399,200,199,0,1,1,2
GBRINA5GSQUPVTT56EHY7M63G4WQ74LR5XNB2JFUQ56BTDNZYIKZLFN5,1,1199,600,599,0,1,1,2
GDE6DXMKSKDXIFKO3XFHZBSMHOAFYBZINV5H76A3TVP3ROCKJLJODOV4,1,999,500,499,0,1,1,2
GD47UOLB53O64PVBMMMSQS5NUFLLAY3SKCCIVQLYPRWQK54TXEUGSFEO,1,399,200,199,0,1,1,2
GASRQQJEFHXSHT3PMGSQWAAO3LSYOB3BK7BLTGTPZEBJGBHALFW4FFGU,1,1,1,0,0,1,1,2
GCKMILEVYCSJT3VX7KQKWRVTS2NKHDMJU3WPTNTZFWBCFVED5VQYTFZK,1,1,1,0,0,1,1,2
GBJHSNIMYUOSXINZFB4KVKSQAWNXCJABGTBRBK33LPSFSQQYXSSH3D3H,1,19,10,9,0,1,1,2
GBZIXQCF3X3G76O6GWSSNQUBXNJRTQFLHVXEP2HSAJ3DMT4HZSZLPUHC,1,199,100,99,0,1,1,2
GCN4HXPADRIYJ3IFHZHYURIXK5BVXPF355LJ3I4MHPYOSN7GB4ORQSF2,1,163,82,81,0,1,1,2
GB37DUERAFWXND3I7HCA4GJKCRFKIKIPDJSQ72M4XZ3C7BVJUGICZNRX,1,791,396,395,0,5,5,10
GBF77X4QTW3BX2JUOCNS6XJSMWZ7EAPCPT2YJKUECV2UDNHWCVBMI4J2,1,199,100,99,0,1,1,2
GAF6KRSS4XOOFSYVIAMEO7YTHPZZGQFVML6V5CVYPKHO4TDDZ7IBKCBM,1,399,200,199,0,1,1,2
GBWB2MLCP347ASMXGLEFK34WCNRGB6VYN4JDTHFMWGIZFFMI32JDG5QJ,1,397,199,198,0,2,2,4
GDIH7ZBAU3F4VLK7OHYWRWIR3HENUXQ3IROK5B4A42MVC5QGBE66BZS4,1,15,8,7,0,2,2,4
GAZAYIV3FQY3I7SFR4FK6YWAY4752A6BPRSTKIC3YKIP2GZRKI6CLZXG,1,1299,650,649,0,1,1,2
GACAPOTDC3B7RVFRYB4LNMMQHPXSAH6ETR2GJIB6GGPZYETMNUHWBSSJ,1,999,500,499,0,1,1,2
GDWMMYLGEZREG573GCSYUTVOWI6XKCOBNVLK7L3Y3LBHIUN2OSVCWXSJ,1,199,100,99,0,1,1,2
GCGS4U7LUQV4SKZSYZNPNK4VP36VBWGIVQ7BWI5WNUG6TYNBDNZRNB2N,1,67,34,33,0,3,3,6
GBJYX6NNW77YCJNJVNJS4KV6RBOJDBLXOKENZBEY3RC7EJKD75UNI5RR,1,1999,1000,999,0,1,1,2
GBB2NJXOOKKZFVSKSGUK3XN3QSTT6GYDEJFD37QPJR43NFLTZW7EN3YD,1,9,5,4,0,1,1,2
GAWLIRK7DFWF27RJEXCCZS5B5SI6MXN5TEDRXARB376UXKA5WXTZQLGL,1,199,100,99,0,1,1,2
GA2LDVTWX5Y2T3YMU2EPMA3OGIRG3GAS56JYH7PG2TDQP57M6NIZ3IYC,1,1,1,0,0,1,1,2
GCA6QKTLOX7RA46XMLF5EJW4PPMNTS2KNAMUMU6JORXDWZ73B2NDGWSL,1,5,3,2,0,1,1,2
GBKLMHTAYQLFAZVVRAT6UKM5YB3TYMXVEZBEPJL7IMJEDD45A5B7C2JR,1,1,1,0,0,1,1,2
GCVJPY2UYQB376OPT33JFHFONZKPXFG4IN2DSJDUWNUUN62X7TM67BL7,1,199,100,99,0,1,1,2
GDXUZSCRDN4LPSRD5GC26WCNHDEEA7Y7CN4ENVN4LIUAK2QTRHABK4D4,1,199,100,99,0,1,1,2
GBC223BPKNGM4VIWRHRQDONQ3EWFZGD3XZ5FRDDT4JMPWWOLORMFKWDE,1,1,1,0,0,0,1,1
GAQ6NK2FEUKX3VS3T6KGR6FUZIBCCX3CTKAPSX6DT3LKW5EPFNWJJHVT,1,149,75,74,0,1,1,2
GDZKU4A6VBZ62ENLTT4KUS6TEZJNE3LRUB7OCEX7RMBGMNRS4Y6WB5E5,1,399,200,199,0,1,1,2
GCUOPD2SMBRY6QFCSGC4SXKW6XKK63S5N7HWRQ6OPQYG5W6EJMN7TLFU,1,1,1,0,0,0,1,1
GBFZKVXJ3L4XFOENPC2S2TV3FX2WMOZPOHD6BXZCJJASQFBXRZ3LBBXS,1,199,100,99,0,1,1,2
GDQQGDZU3USR7JMR3HGKSEIHJXVZHNSK6OHFZHJQRRWAZNC7I2FWHWLY,1,1,1,0,0,3,3,6
GD5H264PGBJO46667XDMHNHYWB3FXDUDJMUX4MFO3BDDSR2M3SYGON7L,1,199,100,99,0,1,1,2
GAO3Y64HPSOHISKUMFP5SMTQCUSKDEEGJD54PYGGY7GQT73ZVTGY5JJZ,1,3591,1796,1795,0,2,2,4
GDPXWK4XES4QJU4G5MHRWONF3DWIOR6TG66WGK3ITPPZU4BAAGQ6EOZM,1,199,100,99,0,1,1,2
GDAV6WADRI3QND6FWJPLE5IZUJBEVAFDZBAOP3QPYNFNFFRAFS4Y7WL2,1,199,100,99,0,1,1,2
GA7VZFN3FGGFLECPZV32AHBT52SS7AO3OACL7FVQXVA5MWMPBUWL24EF,1,199,100,99,0,1,1,2
GAC5R754BJZF74VUYYIY63ZODHDPIBXGPMKRB5TLRRZLARDTLMAV7YIX,1,1,1,0,0,2,2,4
GAWEBEVZIRRFMRRPLNMA5EE7NBOLYIAYSNAMBT3F2DQL7YXDNQMY6UCQ,1,1999,1000,999,0,1,1,2
GCCNP6CWGCXBMSK3N2MKJHXHBPVZNKEIDSK6VOZK3WZU5BMO5BIXCJAE,1,199,100,99,0,1,1,2
GALJPC47OEDZUHQFOKPYGSO7Q4AJKPPYSLVAOAYC3DFATQ3FSUY6UUIH,1,199,100,99,0,1,1,2
GC6TWFNUOH7JYN5K5XUDRGZXLZ44XFKBIQYWJE4AJYPNHQC4LYLNR2US,1,1,1,0,0,2,2,4
GCH2NAGRKOJTHJPDHRFXMMDUHB6ZR7XDSEKBU5K35GKWXN5JJG2WZ44O,1,61,31,30,0,2,2,4
GCOWB3KVFZJI3H7FN6YZMWNOOVH2GK4LLWSW7CNPW2EAHLLVMPLRJ53M,1,73,37,36,0,2,2,4
GDWJ63JJ25LFTHCJYUH37UCUDGGWO3DJEHNBOWYGS3FUX7PHGXZR5IF4,1,199,100,99,0,1,1,2
GD2423MMDOERYEXIUKE3EUHCHS7RAFHSKQJGS5PAIIYBEOEQHRIHO6IB,1,73,37,36,0,1,1,2
GAIXQMQMQ6KM6F3ONO4IMEIADCMU56LABEXPIYUUY4K3INHAGRIQPD3A,1,19,10,9,0,1,1,2
GCEXW36BNGDBSOTLI3G3G6JWDAWZ5Y7RBMBO2XVS55U3YCBNIPONLFTB,1,399,200,199,0,1,1,2
GD3WMZNVDGFGM3QGB57ZEOZF3XFPABV2LUVLIWYH5NSDNSC56OGORPK4,1,25331,12666,12665,0,40,40,80
GABL7MY3AZPEK4AGITL4QWFDAYSFK3G752SCQKUQY3CADZ5AQ3PZVEPQ,1,399,200,199,0,1,1,2
GBA6YOPA3H5UIO3ROFWAG7RZ2BUFG7M5WVT4PQCAZAEWP2GSTJMG73H7,1,339,170,169,0,2,2,4
GAUFZTRHGFM3AQZ4P2RYJU5PYH4PWQFF7WUHGSMAB6W2NOXUG7INAGHW,1,1,1,0,0,1,1,2
GB72KSM4AHVSLXKBRZRWGXGYM4UM6EVYXAJREE6PIM6RYY2N2RCW7C4G,1,399,200,199,0,1,1,2
GCRJGVMEGS3XCNQTPXUIZBSIY3KKRE7I534FGMKQTOZD3OHUM3TBH275,1,199,100,99,0,1,1,2
GDXTS7PJUXBW254XM5MMVTBCBMS2DX7MJVHK3HT32SLVTS3J3YOLPYR4,1,1,1,0,0,1,1,2
GA3RQXRWSFCQF57KS2LBBGQJGLYZCEJDYE5N2O6MUIGHNZVZBBJULDUW,1,199,100,99,0,1,1,2
GDLSZKDAAMWPGYPWTVGFSSUTG2S34CRZPHNC5M2FKW4YFOFW6FIORYPN,1,71,36,35,0,2,2,4
GAFHONOZY5XTRGHKGAAJLHNWND64GEBEUF5FGNJ77REDTI5NRD62MUHW,1,599,300,299,0,1,1,2
GC3NDPMQJD74BENY2VRI52WNGA3B73PDRMS5XKBZRPUWX42YY2KXRR63,1,1,1,0,0,1,1,2
GBWW4NJR242T5KJLJZM4DAZOOJSBCCQPSPQFSGVBEBXW5FLL626NVKX6,1,199,100,99,0,1,1,2
GACEOJUIFAHLLYP7LOZLZ66SZUOLKXX7OBNPPMRQYFVFZZGBOI5UNUIC,1,199,100,99,0,1,1,2
GAFDIPTJYIOZSPRASDLTGL5JFGFPCH2YDTRINPRB4RQHZ2WG2KUN2D4O,1,139,70,69,0,1,1,2
GABJROOTWRTS3WVTYR535MUPJB56CVW7MBM3W3TAUY6CRYA7SYDDZUNE,1,99,50,49,0,4,4,8
GB3ULDETT4LOHAC6GMKIDJOFL7OUSF6GXCWMGMFTVNEZMAJU4G7HDO7B,1,11399,5700,5699,0,1,1,2
GDHBFLPTILILYDGQEY7PYM4KBAWXFGLP2FTAS4AW7TCWRKZ3XAJAZQHB,1,3999,2000,1999,0,1,1,2
GAKLDCU7G4RT5YFF7WFZEXBRWXXPGIEBFZ5CIY5KHJAQCHXIM63THFR6,1,999,500,499,0,1,1,2
GDNR55AG22F4IRAUZ6AGJHURJNP3JLIR3B6A4C3D3W3G4BFZQXS2Z4OA,1,287,144,143,0,2,2,4
GDCWEXS37BDE6M3XHFYI5URF6OOKO55UVSPBOA3UNAYAO3YD46I2PQ35,1,9,5,4,0,2,2,4
GAVQEAMDNED5OE4EMBIOUAM3JUOZHST2SWGNTUHVTVPLTMGJOVOSV62E,1,397,199,198,0,2,2,4
GBC2RZGL6B7YMQ4GM7T5G5NDIKFRYZ6HWLRBIW7CLUEKSQPMAUZJIUF7,1,399,200,199,0,1,1,2
GB4CKC2OFVU2QD55OCMJCCNXXGYMJCE64Y3NQXUA3RP72RGAGIFV2322,1,1,1,0,0,1,1,2
GB2PQQ4J5KE36CYE5LRY7TWXA6BKCPFLBWAF4NBR5SKSRKCJRJ4DLQUM,1,383,192,191,0,4,4,8
GAT6H5ZBC6LZZDK5HRBDDSBI3YA43YAHA4GNCD544UCDCOR2RVJWNP3S,1,1,1,0,0,1,1,2
GCTY4TGN4EL3AJI24KDKOIQBT3N6SIIGF5XWZ7CGM2AL7LMXNU34H2U7,1,399,200,199,0,1,1,2
GA6CEUOH65EB2GLAT7AIXLQQOJC22VV26WD2AVIIXIDN2IIHUSDZGFHP,1,1,1,0,0,0,1,1
GDTY3PUEVA3FBNXOT5GXUGSPRKF33FOJZM4ODMWJDYE74YIU2U273J3Z,1,199,100,99,0,1,1,2
GAO2JIBCQFAEOPHJPGEIAKIANOJ5ZMBSGARLGLY5PRNJGKD64W3OZZNC,1,199,100,99,0,1,1,2
