address, current_balance , gross_tx_amount , in_amount , out_amount , fees , out_txn_count , in_tx_count , gross_txn_count ,
GBB4P3VWR3QBJM5A7JSYCVZRAGFG3YHQ3ZWESIWA3NLVR7D4J2GNRBZV, 0.00 , 4 , 1.77 , 1.77 , 0.00 , 1 , 1 , 2 ,
GCU7DIYV7TCALJSF3HD76YHNQ5DHGEOONOVYQFZGL3JMPT3SMPE5BY3Y, 0.00 , 1 , 0.36 , 0.36 , 0.00 , 1 , 1 , 2 ,
GA6VBCTFMGQGZ744KEPX3YI33KRQHPVZHU3IO236CGWB53RM7AZXUYPG, 0.00 , 1 , 0.45 , 0.45 , 0.00 , 1 , 1 , 2 ,
GAHLNUAB5IHT2KBHBKB3PAHQVNULWD4SCWJYGH4OFFOT6VLSBSDT7JDQ, 0.00 , 1 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 ,
GAFMGTBTT43SXKHGQNMZB6PPBDNDMWYPX62NIZJYMDV2VRGA236JOKQE, 0.00 , 4 , 1.86 , 1.86 , 0.00 , 1 , 1 , 2 ,
GAE52UJ7KVA55LFB4SRHLB6RPZJKSZAQI2NSNNW4VZJVO2KKTA7WXAKS, 0.00 , 3 , 1.66 , 1.66 , 0.00 , 1 , 1 , 2 ,
GAASRXR4FRKKLXXE3QAQ2BT6KJFFORJNLFNTQVDJBBGI5JJQXRDJ2ORW, 0.00 , 8 , 4.00 , 4.00 , 0.00 , 1 , 1 , 2 ,
GBHXDQNFRCCGTUFBVHF4WYOBFMO6662SFHZ274L57PXMEAGWOVDP7YXK, 0.00 , 11 , 5.75 , 5.75 , 0.00 , 1 , 1 , 2 ,
GBHEL52OBAURPSH7ERANSLFFYI6FT6QGIFNS2EU2NJM3FXROTEZHHMBS, 0.00 , 0 , 0.25 , 0.25 , 0.00 , 1 , 1 , 2 ,
GCQ3PCJ7HINGDYU6MMF6FNIXRLKANVPKIMIXFRGY5XML3XP4DED3W57W, 0.00 , 1 , 0.27 , 0.27 , 0.00 , 1 , 1 , 2 ,
GCB4XJ2BDEHOX2PO5AC56LKGFOWGLDSFB5CST5YZRJ3PN57TLODHMXCS, 0.00 , 4 , 1.77 , 1.77 , 0.00 , 1 , 1 , 2 ,
GDTH7VTWGFT5GUV64UQYLXEW7HYFJU5HYH5AMKNDAUVXZOW7JL6OQYK6, 0.00 , 3 , 1.72 , 1.72 , 0.00 , 1 , 1 , 2 ,
GAXJFTXPNGYCJ54UTVUENNHAKCIXFEHQLT7NG46JCKBODHAS4HTIEBP3, 0.00 , 2 , 0.86 , 0.86 , 0.00 , 1 , 1 , 2 ,
GDZIMJLVB6DRBYV7VWBBZNPYDNCAD5S34CLHZE6VSYRCN7S5TNCJ3PCA, 0.00 , 2 , 0.87 , 0.87 , 0.00 , 1 , 1 , 2 ,
GB4SY3S7ISOAW6JJ3ARX6I4EGQDP4ERVFT5ZHQZFYDZ24WJHMU62XNSH, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GBJKXZV25GKCNXE6UKJ2RT4J2ULQRPNVJX4ZEEGR27IZJH643XAJTNQA, 0.00 , 16 , 7.91 , 7.91 , 0.00 , 1 , 1 , 2 ,
GBZBGGXUYANXSLL3M222UWLXSCRZ33PKM57Q3W2WTSFUVIFH6I5EACMW, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GBGV2FBMR4DJ5E7S5UABJK3P7RDGJEVXQYDZFQ7OSD5DLWFKS33UZEM5, 0.00 , 2 , 0.79 , 0.79 , 0.00 , 1 , 1 , 2 ,
GCLS6WCAYXH2BSDHEEXVZDMS3RQAHCAVTILEO2PFRJKLIVJYXDFKLRJ5, 0.00 , 1 , 0.40 , 0.40 , 0.00 , 1 , 1 , 2 ,
GDO7ZRNLTX3WDTUEZ6SI5OLOEZ4YO75GCLT5UHFDPKUNPQDUYHFDCPY4, 0.00 , 4 , 2.00 , 2.00 , 0.00 , 1 , 1 , 2 ,
GABQVP76JRI2IGCAH5CMS47PKYV4DPLLGUAACXNKC6EOZAGLBG2WMLQ3, 0.00 , 1 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 ,
GDJKUAC7PVATFWD4TTXMT2373KCTFYUQMAXARVC5ODP7D7O3I2Z7ROQ5, 0.00 , 10 , 4.90 , 4.90 , 0.00 , 1 , 1 , 2 ,
GD2WPA5GZZMA3OZNQEEJ6DXX5QHUQB6WYGUUOLG6WO3PJMRGAVPPE3W3, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GAASULRI7AZJDHWER7L4YN2IKWRYJUBIZB6CAEUGDG6STQCJADRZNBIZ, 0.00 , 10 , 5.00 , 5.00 , 0.00 , 1 , 1 , 2 ,
GDQ5P3YPGYN4OMXC4QN5VNFNBYH7XYOVQBDPW3B6Q2YTESYRF56R43XQ, 0.00 , 2 , 1.20 , 1.20 , 0.00 , 1 , 1 , 2 ,
GDLP2L2WADDMSDVV6WVK3TQM33HKPNK5I5KXXT23OOYPBMM5HBKRQ7M2, 0.00 , 8 , 4.00 , 4.00 , 0.00 , 1 , 1 , 2 ,
GBYS7C6ZJHZFJEG2S5J7BVCIH34SYSI7JTUVSVGNLOLHOO6E3T3W22JF, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GBKEAK5FUHXXUQBW7HRX3T6RRZITSNNZVYCENAIACWE2LIDGWHKQGTH4, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GAEVXNADKSGDQH7KVLIYNDMPKPAIACVBWIQSHBLJJWGKIZBLX5TFJNRB, 0.00 , 4 , 2.00 , 2.00 , 0.00 , 1 , 1 , 2 ,
GDFRRK2LUARUTMINCA52FGRIUOZAHYWB5H2JLKR5KCKMXTBUDLUSVUVU, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GAHH4EUKH7Z7OWHUJJUTEFD4XMMEC5GJFC5AQ7BKMBFOPPMPA4XLS4KW, 0.00 , 4 , 1.84 , 1.84 , 0.00 , 1 , 1 , 2 ,
GBKL5QXBPMFWXDBIKKXL6ZMRJYDX426KXTM3VXIFK4USERBS2AERAVFY, 0.00 , 3 , 1.32 , 1.32 , 0.00 , 1 , 1 , 2 ,
GCA7SPFTJ6T24FDEQB662R6FJLMCKLPN7ZAUPAEEE3IUUH5DUCX4HW2Y, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GAZYK7E5H3VRPCXZ5AYIA4TYIQ4VIX2VWUDA36MT3DCTAPTFC5Y5TN3O, 0.00 , 1 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 ,
GCP33F4L2CCM7RHBBPPUWQMWBUU5FXYW2RBHMVBYO2EYGRKI4HFZQQ5B, 0.00 , 4 , 2.00 , 2.00 , 0.00 , 1 , 1 , 2 ,
GA57AXE5IIAKOYXFVU3KN4J45BJQSINBNEREA3TKVKHVYDAJMBEQ7HII, 0.00 , 1 , 0.27 , 0.27 , 0.00 , 1 , 1 , 2 ,
GDJ45PTADHKYYWKECB5FSBBW2NNW2NIWTVZA5RBAG4HBWQOXVYPVO24Z, 0.00 , 1 , 0.30 , 0.30 , 0.00 , 1 , 1 , 2 ,
GBVPAODYXYBH2KXMBCCRLJ5UFRJBVTICDZPV2IN34BJUD3DHD3AX2DTW, 0.00 , 15 , 7.25 , 7.25 , 0.00 , 1 , 1 , 2 ,
GD4ZYLPLKGAYWAQ745BIIRKMWONRBHUUDIMGL77HZI3IXX7U2HEM42A5, 0.00 , 6 , 3.00 , 3.00 , 0.00 , 1 , 1 , 2 ,
GBBIA6EYNVVPELJJJSQVP4NNM5WR2F6KG2YFVV5PDP2UG3O7JRUP3PYG, 0.00 , 2 , 0.79 , 0.79 , 0.00 , 1 , 1 , 2 ,
GDSXUF2IIY45ZD3KQDV4VNFMZUGNJUFOZYFUFRGPUS3UVGVDGJYDWD6B, 0.00 , 12 , 6.00 , 6.00 , 0.00 , 1 , 1 , 2 ,
GD273DT46AADU7GQ4ZBGZCGQY3MCA6T6GVNF4W3PYLMBJXQSOT7ATOGX, 0.00 , 10 , 5.21 , 5.21 , 0.00 , 1 , 1 , 2 ,
GBXUW7J6Z3XTXKAGWAAJ2QRWP5GRNQXOBRY7D5DI5RX4L4Z3SQPFFJDG, 0.00 , 16 , 7.77 , 7.77 , 0.00 , 1 , 1 , 2 ,
GBRUQIYV6AKQRRCW3ILOX7PS7ACWPW76M6FM424FIHLIQZ63XTLI3HSC, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GCPBDNBIMX445WSHQVFSKVPLI6NSGZLERCTZTBL7C2E2VS466B3LQSX3, 0.00 , 4 , 2.14 , 2.14 , 0.00 , 1 , 1 , 2 ,
GBSR2RIMHGMXIUJLNNO7NANQG7YAY7VILG3H4QA2ZULX2N2NA6GK43F2, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GD26PRCIMIURWXTHG6KQTUFIK24VM65X73J5X6S2IVGA3TTIIEJCTPCI, 0.00 , 4 , 2.00 , 2.00 , 0.00 , 1 , 1 , 2 ,
GAIVHMJ6LBOFOEKKVDGHIHIQGVBBAMZX6ZWJZ4YN2RRF2ANOQENYADKY, 0.00 , 2 , 0.81 , 0.81 , 0.00 , 1 , 1 , 2 ,
GDUYULM5YNHYUSU5ZWRNJNVWELICTPH23SKQKP2RVCPUHXP3KMXVYUBZ, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GAQK3X6A543PCOHTIYYYWUCO6KUKCONS4JSYBNMFBIC6NC2VHNL3UXAA, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GARMF6PE2WHDVGJMCW5336IRYSTX57YN7IBIFYDWYWYS7L74GIFEBXZQ, 0.00 , 1 , 0.25 , 0.25 , 0.00 , 1 , 1 , 2 ,
GADBVWLCFUPRY7WIKU5BT3RHBLIAJLYADUHWXW5PQ6WF4ABK3BFV76BF, 0.00 , 1 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 ,
GBJIGGZ5IPLKQ4HB4HKUD5USPB7EUQYPYCSEFKZ2WH35ZPV7OAAPRYT6, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GDPO37X4OGC75OHQRJZBTD7F6BIUMPJUZLAIQGA2VLNFT7BOOZKQTH36, 0.00 , 9 , 4.30 , 4.30 , 0.00 , 1 , 1 , 2 ,
GBQYZFDXZ6D56MOOURBTBBZ3SAJXJNOJGNG45QC4U335WZCSLFPVOARA, 0.00 , 1 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 ,
GACLPEUORBVL4P7SMO3SKFFHOFGO6LVGJXTFM6LJHBFP64G7VHRKCHCM, 0.00 , 4 , 1.96 , 1.96 , 0.00 , 1 , 1 , 2 ,
GBPK7KYVKXBAAISRMTD2Z5AC4SNBQKGXY55OXEBOSBRX5WRNPDTNTQSS, 0.00 , 12 , 6.00 , 6.00 , 0.00 , 1 , 1 , 2 ,
GD5LI3O4ICNUFYFQDPUU72FKBKJCQPVGWFXTDDCZJKZIZPSAKEYDOCBC, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GBIUEF2E7VKW7RZYHZ7T4PPXZSVKYDHVTG6MYPMJF335ZNPZRMT2IU6S, 0.00 , 16 , 7.89 , 7.89 , 0.00 , 1 , 1 , 2 ,
GCQ3VEYS45CL4SFSK7QIOXFJOI3BMGZVC3UPZU4ZFIUN5LZGJXYYC46L, 0.00 , 1 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 ,
GBE3ZFKYLXZ7HIDOLNBNQT676WOP257K5LTTIL4F724CBTBEGFS7JA5Z, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GDTHJTTPE3R6N7QF5OVQSLYHCACMAUPCARNE34B3DCNBTTIQHSWV2PSO, 0.00 , 1 , 0.40 , 0.40 , 0.00 , 1 , 1 , 2 ,
GCBMUJYM4WUWKJDJBS4QJC5WRKHA4V7N63B4HZYCTB5WM7BLTKBGGPPM, 0.00 , 1 , 0.25 , 0.25 , 0.00 , 1 , 1 , 2 ,
GABQ5RNKO4WAQV4QCLXZWJ4H576LMZLROKI63IZX3UJDZRW4IVZCDVPP, 0.00 , 6 , 3.00 , 3.00 , 0.00 , 1 , 1 , 2 ,
GCGBDAHDFKTZ5AH3VFGQERNOMKDB6H5YSL44M456BLND6NFKWGOZA4SB, 0.00 , 8 , 3.78 , 3.78 , 0.00 , 1 , 1 , 2 ,
GAOMEFMMD2TSSKOAF7F3VRPWSCAM7ONKTUSQWMFXRMOOK5U4RB55EGZL, 0.00 , 1 , 0.25 , 0.25 , 0.00 , 1 , 1 , 2 ,
GD76RMYNDP3LM3477E3BTMQU5XC2LWQ4VI7AP3CYPPDRCAYEISYTDGS6, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GBKMIPXCLOBZMUND5TCT7DLSREMMQBVCTLVFBHYWUZDSEJMWZHZ6Y6VB, 0.00 , 1 , 0.27 , 0.27 , 0.00 , 1 , 1 , 2 ,
GCKNKEQWKVPHZPTK4S435N5B2UBVYUKAGBITJIWNT3LNXFD23RPIDS3E, 0.00 , 7 , 3.65 , 3.65 , 0.00 , 1 , 1 , 2 ,
GDB3VEPPL26YSDXO5Y6JX7ZRII6ZOU5MLSLCTFCFYEUYM2U7M47YIOON, 0.00 , 1 , 0.27 , 0.27 , 0.00 , 1 , 1 , 2 ,
GAKBU4IXJO7JJNMC3UF3Z2KNXPY75Z2XSEY6HCHELQ5T63PU244MJY72, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GCF6PKVT4PFZ57TRHCXIPP7HHQUAB2BPKIMWVRSIZZUANIRHJILGZJM7, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GB3E7Z2UWTIJUBHER46BPJFGCKQGFHZMD7XCLESNHO2A7IMMWK4YB6AA, 0.00 , 2 , 0.99 , 0.99 , 0.00 , 1 , 1 , 2 ,
GBTKXVPNKQGUZQWSQOJZRJKY7HRRZX2HB6KGUQNQAVXLLUTZMDET3LDU, 0.00 , 1 , 0.27 , 0.27 , 0.00 , 1 , 1 , 2 ,
GDRTAVTICILZEVA4PIIRNV5EX6HKWXIL2PVXJENA5VAXJN2VUMOGU5IA, 0.00 , 4 , 1.81 , 1.81 , 0.00 , 1 , 1 , 2 ,
GBINJ6THARHSDFGCMYB5RCQEZ4E5GJYXSRDIBKG22JIDP4JUPP657CR3, 0.00 , 1 , 0.40 , 0.40 , 0.00 , 1 , 1 , 2 ,
GBPL2NLC6LPFM3FJ6Q4WJOVKGV6ALHD3VKTVCIENY4EYRIJRGLIBW72V, 0.00 , 2 , 0.90 , 0.90 , 0.00 , 1 , 1 , 2 ,
GDNI3467Q6SUIILPGLFXZKMAS2Z55NHOASZTWCJSX7KI7D3QLYJMJAZN, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GBY4IG2QQPK2JJ6HH6P7LNQ3ENXNXJYU5AAG2BWUK45DSUVXVT3GQPVC, 0.00 , 6 , 3.00 , 3.00 , 0.00 , 1 , 1 , 2 ,
GAVKD4RJA6DNUGCLPMRI62BYQ3BCBRVLZIT67IJPSPUCFYSVXBEUU26Y, 0.00 , 2 , 1.01 , 1.01 , 0.00 , 1 , 1 , 2 ,
GB4DUVT2BELERR3YOVFVZVNMFLSO5CADBVNPXN7CE3K4GQWQX2Y4XOHC, 0.00 , 14 , 6.92 , 6.92 , 0.00 , 1 , 1 , 2 ,
GBKLMHTAYQLFAZVVRAT6UKM5YB3TYMXVEZBEPJL7IMJEDD45A5B7C2JR, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GDTIG6RYS24V6CF4FAOGRVSGV3WHDGCVDAK3FYCT6RJBF5PM6TISBQYZ, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GAM3O3MU63KSX27AUZIKKCXUREKKKDZSTKV4BILOCNHJO6NRJZ5W6KXM, 0.00 , 3 , 1.60 , 1.60 , 0.00 , 1 , 1 , 2 ,
GDOEWOULN6TD5IOZ57BXYVSMY45XRGKWCBGWJA3J3D2TBXNWYJGMIGKS, 0.00 , 2 , 1.20 , 1.20 , 0.00 , 1 , 1 , 2 ,
GCFYHJIIK3OIM5ZM2EMQDSFYXAJ5MYZXKRSVOZSTM5NZFBLJQY3QQRRF, 0.00 , 1 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 ,
GCMQNKNBVGMCW3ZNQKI7KOORZXYAZTGCPKXXCOET4NJGXOHLGAOQFDJP, 0.00 , 2 , 0.82 , 0.82 , 0.00 , 1 , 1 , 2 ,
GBK6M2FPSS5IJG26TN73SOVDBQMMSEIG2CG7NMECLAUJIJ2N7ME5DNTV, 0.00 , 8 , 4.18 , 4.18 , 0.00 , 1 , 1 , 2 ,
GB3N3K6E7OBFAZXH4ZF5M65CZMBCMHW5226BLW4D2L43SETG5DRYEELD, 0.00 , 1 , 0.45 , 0.45 , 0.00 , 1 , 1 , 2 ,
GDXQ32UGJWXZEQIW6UH5UHNEKM5UZ4HUTZXJ3PLQW7YFQDQ4G77MTWMG, 0.00 , 6 , 2.97 , 2.97 , 0.00 , 1 , 1 , 2 ,
GCXQRCPRM7T23SXVSWAPJ6VOJUJXO46IM6QKOWHQKNTR2YT2XVQ7N5F2, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GABGCUVKWKWTPBTMKP567AVWJ36E5ZHQCK3NG3V3S7GCNTN7VIOPS6TK, 0.00 , 3 , 1.62 , 1.62 , 0.00 , 1 , 1 , 2 ,
GCACANI6MJDD7GPDM6OHGANNANQD5B37XBV6CVYRK7AWO4T2BONVQJKY, 0.00 , 1 , 0.30 , 0.30 , 0.00 , 1 , 1 , 2 ,
GBRDLMQXOL3MGHKAPLZTJGBGH64QMMRKUJWKLHQAOW2HYJUO7WG6XGUF, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GAT6H5ZBC6LZZDK5HRBDDSBI3YA43YAHA4GNCD544UCDCOR2RVJWNP3S, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GD7REUACS7ZRXDOCEMWGUM5W3FEHZWG2XDSMOEDMK3KEXCZ5RUZD6PCX, 0.00 , 1 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 ,
GA6KHQI5RAFKQHBWLNTFDO3KPQMYI53OSCTFTFC7UJEFDCP6EEHGBT4O, 0.00 , 4 , 2.00 , 2.00 , 0.00 , 1 , 1 , 2 ,
GCKUK3HH2YSDG4COEWZZQS2RQMBLWLHBX4R74EZ242XFSMXVBFHOYBUQ, 0.00 , 4 , 2.00 , 2.00 , 0.00 , 1 , 1 , 2 ,
GD7FFKGDCSRP4XJMEKCTQ6GE2LELALYQHNL2CHVZ66MIQGLZH5P2FOY2, 0.00 , 4 , 2.21 , 2.21 , 0.00 , 1 , 1 , 2 ,
GDRLDOV2GUM5OUNTVVZCEV4E76IZ3ALWH2TU4UHXSG4VK6QF2DSERJVB, 0.00 , 1 , 0.54 , 0.54 , 0.00 , 1 , 1 , 2 ,
GBGCRXD5LTTXXE67VNM2LAGDDSXL3AWQLDKBBJ43ZTWZLK7E3US4JCG4, 0.00 , 10 , 5.00 , 5.00 , 0.00 , 1 , 1 , 2 ,
GCORIYHZKMHMSQUNIK6FE7E4N7BKZQOGCV4NRVQHJLNV767XFBFNXKI5, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GBT3ZWUDJNSUHA2UA56ATG6PWM7TMDLJ5DR6OHPLFLE4V4NSWP2LCMJI, 0.00 , 1 , 0.28 , 0.28 , 0.00 , 1 , 1 , 2 ,
GDPQZ2RDYDQZRFHPVD7CMAU5NJXLJGDWTDH4QHIAYMUPNB5BSMUN4XOR, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GARQ5YFLAJMV25UOSOXXEIOREJDSF2R26CTABCGJM2BJCS6EWQP6HGM4, 0.00 , 9 , 4.48 , 4.48 , 0.00 , 1 , 1 , 2 ,
GCU6PECWYY2LMXIDQ3L2L2JC2JJMJQUFDVCJ6G6WDNO3HAXJ3VDFVKA7, 0.00 , 10 , 5.00 , 5.00 , 0.00 , 1 , 1 , 2 ,
GACHTTVIKB36TMEYZ76Z3K7JLQ7EEKTMLVE6CSY4DG4NQBWRQO22O6GY, 0.00 , 2 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GBYZWUEAOAOU7LP2VYZJKZYZYZVG2SOM6F2GFZNT2NQOVKZ2GFZJVE3E, 0.00 , 6 , 2.97 , 2.97 , 0.00 , 1 , 1 , 2 ,
GATKEVZF6RJTXUEUP4YTAYUVF6KYYNO26AJSZQ7HVCI24Y5VKZQWV5VI, 0.00 , 1 , 0.44 , 0.44 , 0.00 , 1 , 1 , 2 ,
GAEMMY64FU3S43JP6GTJMWSN7D5UXLFOJXAE2Q5Y5TZ34TA5PKHGYKPT, 0.00 , 0 , 0.21 , 0.21 , 0.00 , 2 , 2 , 4 ,
GCKOYW3DBVVYRH6DE4IAWZ2LNFMDWEJBBMU76GHVEE6UZWUCNBZFRSLW, 0.00 , 1 , 0.32 , 0.32 , 0.00 , 3 , 3 , 6 ,
GATHGWV3FJ7TTHSUNT4MPWILIAZVLBGIIQ45OGVIJT2TCPWYIXTCRZWK, 0.00 , 1 , 0.45 , 0.45 , 0.00 , 3 , 3 , 6 ,
GAOGBPS2J76UG3D6QF4QTIFPTGMON5RQQLZ7AXVI7XOXLW3VS7VZUYKZ, 0.00 , 0 , 0.12 , 0.12 , 0.00 , 1 , 1 , 2 ,
GBBTCDTTHLSUJFVHCWNG6BX4UJTMLXUK6I5PU5T3YXNI6HIW2GNEPA4P, 0.00 , 0 , 0.08 , 0.08 , 0.00 , 1 , 1 , 2 ,
GDVCRYVUCHTIIZY6J4MDWUHBGMHPHXT2JF5PFNIOHFZ34O3UKZWALTFP, 0.00 , 0 , 0.09 , 0.09 , 0.00 , 1 , 1 , 2 ,
GCSNGWRQGR6TESUJIWOWA7XWRPBWKHGPPNI6C637BTOE2OCKVN4AD2AY, 0.00 , 0 , 0.10 , 0.10 , 0.00 , 1 , 1 , 2 ,
GAOGF6ZHLOQVEFMSD2RLHPKC4T6YEMO3X5QXEIAR7FIUPCKJFTTFTJ46, 0.00 , 0 , 0.10 , 0.10 , 0.00 , 1 , 1 , 2 ,
GCF5DT5GYWUPEZUZVXGQMQX775EQ4QHDVOALOTTTIYIOYSRUU7FX6JQ3, 0.00 , 0 , 0.10 , 0.10 , 0.00 , 1 , 1 , 2 ,
GDLDSUUPRH7Q3GOA4YQVXZZYPCQ4L6FE3MXAPVWPZ2FXHQZNDWISQAZ2, 0.00 , 0 , 0.09 , 0.09 , 0.00 , 1 , 1 , 2 ,
GAWLIUPYIDSPTFSEF7FE7QSLULQKYHHG7ZMM76L7A4LZOAD3235YY4ZQ, 0.00 , 0 , 0.09 , 0.09 , 0.00 , 1 , 1 , 2 ,
GAOZT7OZ7ATYVFJKUJWOFYOSQYARGW7223W3N6XMWXPQX574CMCRQ7WK, -   , 0 , 0.08 , 0.08 , 0.00 , 2 , 2 , 4 ,
GBB2DGR6FB2PEKHJXJ27GS52JIMY7NB6AI76TZ264AFOB5JH37YHHBGC, -   , 0 , 0.05 , 0.05 , 0.00 , 1 , 1 , 2 ,
GDSXUXCXC3CEGLMTXXPHKSD6F2B44KOHHPPMTAXNJOEW6Z76WJO65KUH, -   , 0 , 0.05 , 0.05 , 0.00 , 1 , 1 , 2 ,
GCJL6IE3EG26DTFXIDQ2DVXM244L65P67PTKYI2GQOXQ2JDXZXBNFHAZ, -   , 0 , 0.05 , 0.05 , 0.00 , 1 , 1 , 2 ,
GAK3LI5IN2BYF7DH2CJQG37BYC5XKCJNYV7VR5UX25AXTZEJ4VYSR6UE, -   , 0 , 0.05 , 0.05 , 0.00 , 1 , 1 , 2 ,
GAMOPKQRA54SFJAGLRC6GFK2ZVHS7PXTBJH5V74WKSS54HEM6DB7Y2HP, -   , 0 , 0.05 , 0.05 , 0.00 , 1 , 1 , 2 ,
GACWTQCAANKYOHLGLYNAUUYSZMTKFBINIAUEWKRRN7FQHRRMWOMGVCFV, -   , 0 , 0.05 , 0.05 , 0.00 , 1 , 1 , 2 ,
GAR3IVRLZ5UYUPP4PEP4ZATQ2DWUGOEM56FVY7RE36LGQ3JZ5BZYE2ZI, -   , 0 , 0.05 , 0.05 , 0.00 , 1 , 1 , 2 ,
GBXU7VPNCM6YKYMFY2KQRJYYBLVAKUR66GBSORSRURW53S3QXYSKIGMQ, -   , 0 , 0.05 , 0.05 , 0.00 , 1 , 1 , 2 ,
GD6WUTSSS5FPUCUQI6BXCRIRR74LEK7FRC4L2RYPZ4DANTVVHBWAM2KC, -   , 0 , 0.02 , 0.02 , 0.00 , 1 , 2 , 3 ,
GCDRSUYGWHZV3SDXV2I6OZ6HD5XE25SXPLTVD5LJVT7EZC56LOEXW3D7, -   , 0 , 0.25 , 0.25 , 0.00 , 1 , 1 , 2 ,
GA2WDSDMNLBKIZ7EQ537IME32YIWTDR6SCKE22D6OBCH3SQN4CV5TDKB, -   , 0 , 0.04 , 0.04 , 0.00 , 1 , 2 , 3 ,
GCIFCSOQQUZTM6MZXM7CJAPVK63RIX2N2AZHXM2UGTERCZO7YJZHTIX7, -   , 0 , 0.19 , 0.19 , 0.00 , 1 , 1 , 2 ,
GDXE53NRMI2JXOASRRFRJFOPDFEIV4NRJSOLYGZPDR45D6NLSTYDN7WN, -   , 0 , 0.17 , 0.17 , 0.00 , 1 , 1 , 2 ,
GBAKPMOVYNBKWZTUFR5UUAWTLTG6K3TIFVSJ3KW7JRO6UPQZUYEERBKB, -   , 0 , 0.25 , 0.25 , 0.00 , 1 , 1 , 2 ,
GCS6ZW5KXOEEJAP2FSE5NE3IXQDMRVG2FGVWEF66CI2HWGB46GT3YWXK, -   , 0 , 0.19 , 0.19 , 0.00 , 1 , 1 , 2 ,
GDYYOFW2ADNRKW2KV4JEQDWN7OVMXCVJG53EX7IV3KMMRAHXBCSZKMT3, -   , 0 , 0.25 , 0.25 , 0.00 , 1 , 1 , 2 ,
GBKPI2BFMOM74SM7BIK6E5H6XSZPU5PBBQOAJZAKVISXXL3V5GM7K3RI, -   , 0 , 0.10 , 0.10 , 0.00 , 1 , 1 , 2 ,
GDJG7O5NIO5VRILBUABHTKDVM32V4BPIXJZG3BUX3MI7TWN4TQNA32GU, -   , 0 , 0.10 , 0.10 , 0.00 , 1 , 1 , 2 ,
GAAPEGKFPRJU3MSXADOL2CI6CPQEWTU6CS3QXQZPJPNT5DX6HQNPN4YP, -   , 0 , 0.10 , 0.10 , 0.00 , 1 , 1 , 2 ,
GDDIIK7CJDP7BGRZT535KIMO27N4ODKY7776OASYEK2WIHUTLRVTNQFX, -   , 0 , 0.13 , 0.13 , 0.00 , 1 , 1 , 2 ,
GDZCZLISFVGJCORZTW7QAEOV25FB277BX2AMS3V36FHGPTO2KCYGIG2W, -   , 0 , 0.10 , 0.10 , 0.00 , 1 , 1 , 2 ,
GCQVMSI27NHKYT6YM5OGLCQAUOGXLFTIAMDOGXISMGM3FM3AG46V2BWY, -   , 0 , 0.08 , 0.08 , 0.00 , 1 , 1 , 2 ,
